Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Sports Direct,1197831,8/24/21,South,Alabama,Birmingham,Women's Apparel,$14.00 ,165,"$2,310 ","$1,548 ",67%,Outlet
Foot Locker,1128299,8/24/21,Southeast,Virginia,Richmond,Men's Street Footwear,$67.00 ,272,"$18,224 ","$7,290 ",40%,Outlet
Foot Locker,1128299,8/24/21,Southeast,Virginia,Richmond,Men's Athletic Footwear,$53.00 ,240,"$12,720 ","$5,342 ",42%,Outlet
Foot Locker,1128299,8/24/21,Southeast,Virginia,Richmond,Women's Street Footwear,$53.00 ,215,"$11,395 ","$4,216 ",37%,Outlet
Foot Locker,1128299,8/24/21,Southeast,Virginia,Richmond,Women's Athletic Footwear,$52.00 ,136,"$7,072 ","$2,758 ",39%,Outlet
Foot Locker,1128299,8/24/21,Southeast,Virginia,Richmond,Men's Apparel,$51.00 ,132,"$6,732 ","$3,029 ",45%,Outlet
Foot Locker,1128299,8/24/21,Southeast,Virginia,Richmond,Women's Apparel,$55.00 ,80,"$4,400 ","$1,496 ",34%,Outlet
West Gear,1128299,8/24/21,West,Oregon,Portland,Men's Street Footwear,$69.00 ,256,"$17,664 ","$6,536 ",37%,Outlet
West Gear,1128299,8/24/21,West,Oregon,Portland,Men's Athletic Footwear,$62.00 ,256,"$15,872 ","$6,666 ",42%,Outlet
West Gear,1128299,8/24/21,West,Oregon,Portland,Women's Street Footwear,$50.00 ,215,"$10,750 ","$4,300 ",40%,Outlet
West Gear,1128299,8/24/21,West,Oregon,Portland,Women's Athletic Footwear,$50.00 ,128,"$6,400 ","$2,432 ",38%,Outlet
West Gear,1128299,8/24/21,West,Oregon,Portland,Men's Apparel,$53.00 ,136,"$7,208 ","$3,027 ",42%,Outlet
West Gear,1128299,8/24/21,West,Oregon,Portland,Women's Apparel,$53.00 ,88,"$4,664 ","$1,726 ",37%,Outlet
Sports Direct,1197831,8/25/21,South,Texas,Dallas,Women's Street Footwear,$30.00 ,500,"$150,000 ","$52,500 ",35%,Outlet
Sports Direct,1197831,8/25/21,South,Alabama,Birmingham,Men's Street Footwear,$10.00 ,700,"$70,000 ","$31,500 ",45%,Outlet
Sports Direct,1197831,8/25/21,South,Texas,Dallas,Women's Street Footwear,$28.00 ,145,"$4,060 ","$1,908 ",47%,Online
Sports Direct,1197831,8/25/21,South,Alabama,Birmingham,Men's Street Footwear,$9.00 ,203,"$1,827 ","$1,078 ",59%,Online
Sports Direct,1197831,8/25/21,South,Texas,Dallas,Women's Street Footwear,$20.00 ,155,"$3,100 ","$1,178 ",38%,Outlet
Sports Direct,1197831,8/25/21,South,Alabama,Birmingham,Men's Street Footwear,$7.00 ,224,"$1,568 ",$737 ,47%,Outlet
Sports Direct,1197831,8/26/21,South,Texas,Dallas,Women's Athletic Footwear,$35.00 ,400,"$140,000 ","$63,000 ",45%,Outlet
Sports Direct,1197831,8/26/21,South,Alabama,Birmingham,Men's Athletic Footwear,$20.00 ,725,"$145,000 ","$65,250 ",45%,Outlet
Kohl's,1128299,8/26/21,West,New Mexico,Albuquerque,Men's Street Footwear,$60.00 ,700,"$420,000 ","$147,000 ",35%,Online
Kohl's,1128299,8/26/21,West,New Mexico,Albuquerque,Men's Athletic Footwear,$65.00 ,650,"$422,500 ","$169,000 ",40%,Online
Kohl's,1128299,8/26/21,West,New Mexico,Albuquerque,Women's Street Footwear,$60.00 ,525,"$315,000 ","$110,250 ",35%,Online
Kohl's,1128299,8/26/21,West,New Mexico,Albuquerque,Women's Athletic Footwear,$60.00 ,475,"$285,000 ","$99,750 ",35%,Online
Kohl's,1128299,8/26/21,West,New Mexico,Albuquerque,Men's Apparel,$70.00 ,475,"$332,500 ","$99,750 ",30%,Online
Kohl's,1128299,8/26/21,West,New Mexico,Albuquerque,Women's Apparel,$75.00 ,450,"$337,500 ","$84,375 ",25%,Online
Sports Direct,1197831,8/26/21,South,Texas,Dallas,Women's Athletic Footwear,$32.00 ,116,"$3,712 ","$2,116 ",57%,Online
Sports Direct,1197831,8/26/21,South,Alabama,Birmingham,Men's Athletic Footwear,$19.00 ,189,"$3,591 ","$2,119 ",59%,Online
Kohl's,1128299,8/26/21,West,New Mexico,Albuquerque,Men's Street Footwear,$56.00 ,175,"$9,800 ","$4,900 ",50%,Online
Kohl's,1128299,8/26/21,West,New Mexico,Albuquerque,Men's Athletic Footwear,$60.00 ,176,"$10,560 ","$5,491 ",52%,Online
Kohl's,1128299,8/26/21,West,New Mexico,Albuquerque,Women's Street Footwear,$58.00 ,142,"$8,236 ","$3,789 ",46%,Online
Kohl's,1128299,8/26/21,West,New Mexico,Albuquerque,Women's Athletic Footwear,$55.00 ,143,"$7,865 ","$3,697 ",47%,Online
Kohl's,1128299,8/26/21,West,New Mexico,Albuquerque,Men's Apparel,$67.00 ,124,"$8,308 ","$3,323 ",40%,Online
Kohl's,1128299,8/26/21,West,New Mexico,Albuquerque,Women's Apparel,$70.00 ,126,"$8,820 ","$3,352 ",38%,Online
Sports Direct,1197831,8/26/21,South,Texas,Dallas,Women's Athletic Footwear,$26.00 ,140,"$3,640 ","$1,711 ",47%,Outlet
Sports Direct,1197831,8/26/21,South,Alabama,Birmingham,Men's Athletic Footwear,$16.00 ,218,"$3,488 ","$1,709 ",49%,Outlet
Kohl's,1128299,8/26/21,West,New Mexico,Albuquerque,Men's Street Footwear,$40.00 ,224,"$8,960 ","$3,315 ",37%,Outlet
Kohl's,1128299,8/26/21,West,New Mexico,Albuquerque,Men's Athletic Footwear,$44.00 ,208,"$9,152 ","$4,027 ",44%,Outlet
Kohl's,1128299,8/26/21,West,New Mexico,Albuquerque,Women's Street Footwear,$46.00 ,163,"$7,498 ","$2,999 ",40%,Outlet
Kohl's,1128299,8/26/21,West,New Mexico,Albuquerque,Women's Athletic Footwear,$46.00 ,152,"$6,992 ","$2,587 ",37%,Outlet
Kohl's,1128299,8/26/21,West,New Mexico,Albuquerque,Men's Apparel,$48.00 ,162,"$7,776 ","$2,644 ",34%,Outlet
Kohl's,1128299,8/26/21,West,New Mexico,Albuquerque,Women's Apparel,$50.00 ,153,"$7,650 ","$2,448 ",32%,Outlet
Sports Direct,1197831,8/27/21,South,Texas,Dallas,Men's Apparel,$40.00 ,300,"$120,000 ","$36,000 ",30%,Outlet
Sports Direct,1197831,8/27/21,South,Alabama,Birmingham,Women's Street Footwear,$15.00 ,575,"$86,250 ","$38,813 ",45%,Outlet
Sports Direct,1197831,8/27/21,South,Texas,Dallas,Men's Apparel,$38.00 ,81,"$3,078 ","$1,385 ",45%,Online
Sports Direct,1197831,8/27/21,South,Alabama,Birmingham,Women's Street Footwear,$15.00 ,173,"$2,595 ","$1,453 ",56%,Online
Sports Direct,1197831,8/27/21,South,Texas,Dallas,Men's Apparel,$29.00 ,96,"$2,784 ","$1,030 ",37%,Outlet
Sports Direct,1197831,8/27/21,South,Alabama,Birmingham,Women's Street Footwear,$11.00 ,190,"$2,090 ","$1,087 ",52%,Outlet
Sports Direct,1197831,8/28/21,South,Texas,Dallas,Women's Apparel,$35.00 ,450,"$157,500 ","$78,750 ",50%,Outlet
Sports Direct,1197831,8/28/21,South,Alabama,Birmingham,Women's Athletic Footwear,$35.00 ,500,"$175,000 ","$96,250 ",55%,Outlet
Sports Direct,1197831,8/28/21,South,Texas,Dallas,Women's Apparel,$32.00 ,135,"$4,320 ","$2,722 ",63%,Online
Sports Direct,1197831,8/28/21,South,Alabama,Birmingham,Women's Athletic Footwear,$34.00 ,135,"$4,590 ","$3,121 ",68%,Online
Sports Direct,1197831,8/28/21,South,Texas,Dallas,Women's Apparel,$27.00 ,153,"$4,131 ","$2,231 ",54%,Outlet
Sports Direct,1197831,8/28/21,South,Alabama,Birmingham,Women's Athletic Footwear,$26.00 ,165,"$4,290 ","$2,617 ",61%,Outlet
Sports Direct,1197831,8/29/21,South,Texas,Dallas,Men's Street Footwear,$20.00 ,700,"$140,000 ","$49,000 ",35%,Outlet
Sports Direct,1197831,8/29/21,South,Alabama,Birmingham,Men's Apparel,$50.00 ,400,"$200,000 ","$80,000 ",40%,Outlet
Sports Direct,1197831,8/29/21,South,Texas,Dallas,Men's Street Footwear,$18.00 ,182,"$3,276 ","$1,474 ",45%,Online
Sports Direct,1197831,8/29/21,South,Alabama,Birmingham,Men's Apparel,$49.00 ,120,"$5,880 ","$3,175 ",54%,Online
Sports Direct,1197831,8/29/21,South,Texas,Dallas,Men's Street Footwear,$13.00 ,231,"$3,003 ","$1,201 ",40%,Outlet
Sports Direct,1197831,8/29/21,South,Alabama,Birmingham,Men's Apparel,$39.00 ,132,"$5,148 ","$2,162 ",42%,Outlet
Sports Direct,1197831,8/30/21,South,Texas,Dallas,Men's Athletic Footwear,$30.00 ,700,"$210,000 ","$73,500 ",35%,Outlet
Sports Direct,1197831,8/30/21,South,Alabama,Birmingham,Women's Apparel,$45.00 ,750,"$337,500 ","$202,500 ",60%,Outlet
Sports Direct,1197831,8/30/21,South,Texas,Dallas,Men's Athletic Footwear,$28.00 ,175,"$4,900 ","$2,352 ",48%,Online
Sports Direct,1197831,8/30/21,South,Alabama,Birmingham,Women's Apparel,$43.00 ,203,"$8,729 ","$6,285 ",72%,Online
Sports Direct,1197831,8/30/21,South,Texas,Dallas,Men's Athletic Footwear,$21.00 ,210,"$4,410 ","$1,764 ",40%,Outlet
Sports Direct,1197831,8/30/21,South,Alabama,Birmingham,Women's Apparel,$36.00 ,263,"$9,468 ","$6,249 ",66%,Outlet
Sports Direct,1197831,8/31/21,South,Texas,Dallas,Women's Street Footwear,$25.00 ,525,"$131,250 ","$45,938 ",35%,Outlet
Sports Direct,1197831,8/31/21,South,Alabama,Birmingham,Men's Street Footwear,$45.00 ,750,"$337,500 ","$151,875 ",45%,Outlet
Sports Direct,1197831,8/31/21,South,Texas,Dallas,Women's Street Footwear,$25.00 ,152,"$3,800 ","$1,862 ",49%,Online
Sports Direct,1197831,8/31/21,South,Alabama,Birmingham,Men's Street Footwear,$43.00 ,203,"$8,729 ","$4,801 ",55%,Online
Sports Direct,1197831,8/31/21,South,Texas,Dallas,Women's Street Footwear,$20.00 ,179,"$3,580 ","$1,396 ",39%,Outlet
Sports Direct,1197831,8/31/21,South,Alabama,Birmingham,Men's Street Footwear,$30.00 ,225,"$6,750 ","$3,240 ",48%,Outlet
Sports Direct,1197831,9/1/21,South,Texas,Dallas,Women's Athletic Footwear,$30.00 ,425,"$127,500 ","$57,375 ",45%,Outlet
Sports Direct,1197831,9/1/21,South,Alabama,Birmingham,Men's Athletic Footwear,$50.00 ,750,"$375,000 ","$168,750 ",45%,Outlet
Sports Direct,1197831,9/1/21,South,Texas,Dallas,Women's Athletic Footwear,$29.00 ,128,"$3,712 ","$2,190 ",59%,Online
Sports Direct,1197831,9/1/21,South,Alabama,Birmingham,Men's Athletic Footwear,$49.00 ,203,"$9,947 ","$5,570 ",56%,Online
Sports Direct,1197831,9/1/21,South,Texas,Dallas,Women's Athletic Footwear,$20.00 ,149,"$2,980 ","$1,460 ",49%,Outlet
Sports Direct,1197831,9/1/21,South,Alabama,Birmingham,Men's Athletic Footwear,$35.00 ,233,"$8,155 ","$3,833 ",47%,Outlet
Sports Direct,1197831,9/2/21,South,Texas,Dallas,Men's Apparel,$35.00 ,325,"$113,750 ","$34,125 ",30%,Outlet
Sports Direct,1197831,9/2/21,South,Alabama,Birmingham,Women's Street Footwear,$45.00 ,650,"$292,500 ","$131,625 ",45%,Outlet
Sports Direct,1185732,9/2/21,Southeast,North Carolina,Charlotte,Men's Street Footwear,$55.00 ,925,"$508,750 ","$203,500 ",40%,Online
Sports Direct,1185732,9/2/21,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,$50.00 ,725,"$362,500 ","$126,875 ",35%,Online
Sports Direct,1185732,9/2/21,Southeast,North Carolina,Charlotte,Women's Street Footwear,$30.00 ,625,"$187,500 ","$75,000 ",40%,Online
Sports Direct,1185732,9/2/21,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,$30.00 ,600,"$180,000 ","$72,000 ",40%,Online
Sports Direct,1185732,9/2/21,Southeast,North Carolina,Charlotte,Men's Apparel,$40.00 ,600,"$240,000 ","$84,000 ",35%,Online
Sports Direct,1185732,9/2/21,Southeast,North Carolina,Charlotte,Women's Apparel,$45.00 ,700,"$315,000 ","$157,500 ",50%,Online
Sports Direct,1197831,9/2/21,South,Texas,Dallas,Men's Apparel,$34.00 ,85,"$2,890 ","$1,156 ",40%,Online
Sports Direct,1197831,9/2/21,South,Alabama,Birmingham,Women's Street Footwear,$44.00 ,189,"$8,316 ","$4,906 ",59%,Online
Sports Direct,1185732,9/2/21,Southeast,North Carolina,Charlotte,Men's Street Footwear,$53.00 ,250,"$13,250 ","$6,890 ",52%,Online
Sports Direct,1185732,9/2/21,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,$49.00 ,181,"$8,869 ","$4,435 ",50%,Online
Sports Direct,1185732,9/2/21,Southeast,North Carolina,Charlotte,Women's Street Footwear,$28.00 ,175,"$4,900 ","$2,499 ",51%,Online
Sports Direct,1185732,9/2/21,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,$28.00 ,150,"$4,200 ","$2,100 ",50%,Online
Sports Direct,1185732,9/2/21,Southeast,North Carolina,Charlotte,Men's Apparel,$38.00 ,156,"$5,928 ","$2,727 ",46%,Online
Sports Direct,1185732,9/2/21,Southeast,North Carolina,Charlotte,Women's Apparel,$41.00 ,203,"$8,323 ","$5,077 ",61%,Online
Sports Direct,1197831,9/2/21,South,Texas,Dallas,Men's Apparel,$26.00 ,107,"$2,782 ","$1,002 ",36%,Outlet
Sports Direct,1197831,9/2/21,South,Alabama,Birmingham,Women's Street Footwear,$35.00 ,228,"$7,980 ","$4,070 ",51%,Outlet
Sports Direct,1197831,9/3/21,South,Texas,Dallas,Women's Apparel,$30.00 ,600,"$180,000 ","$90,000 ",50%,Outlet
Sports Direct,1197831,9/3/21,South,Alabama,Birmingham,Women's Athletic Footwear,$45.00 ,600,"$270,000 ","$148,500 ",55%,Outlet
Sports Direct,1185732,9/3/21,Northeast,Connecticut,Hartford,Men's Street Footwear,$55.00 ,500,"$275,000 ","$110,000 ",40%,In-store
Sports Direct,1185732,9/3/21,Northeast,Connecticut,Hartford,Men's Athletic Footwear,$50.00 ,300,"$150,000 ","$60,000 ",40%,In-store
Sports Direct,1185732,9/3/21,Northeast,Connecticut,Hartford,Women's Street Footwear,$45.00 ,200,"$90,000 ","$27,000 ",30%,In-store
Sports Direct,1185732,9/3/21,Northeast,Connecticut,Hartford,Women's Athletic Footwear,$45.00 ,175,"$78,750 ","$23,625 ",30%,In-store
Sports Direct,1185732,9/3/21,Northeast,Connecticut,Hartford,Men's Apparel,$55.00 ,175,"$96,250 ","$28,875 ",30%,In-store
Sports Direct,1185732,9/3/21,Northeast,Connecticut,Hartford,Women's Apparel,$60.00 ,275,"$165,000 ","$57,750 ",35%,In-store
Sports Direct,1197831,9/3/21,South,Texas,Dallas,Women's Apparel,$29.00 ,156,"$4,524 ","$2,805 ",62%,Online
Sports Direct,1197831,9/3/21,South,Alabama,Birmingham,Women's Athletic Footwear,$41.00 ,180,"$7,380 ","$5,092 ",69%,Online
Sports Direct,1185732,9/3/21,Northeast,Connecticut,Hartford,Men's Street Footwear,$52.00 ,125,"$6,500 ","$3,510 ",54%,Online
Sports Direct,1185732,9/3/21,Northeast,Connecticut,Hartford,Men's Athletic Footwear,$47.00 ,75,"$3,525 ","$1,833 ",52%,Online
Sports Direct,1185732,9/3/21,Northeast,Connecticut,Hartford,Women's Street Footwear,$41.00 ,60,"$2,460 ","$1,082 ",44%,Online
Sports Direct,1185732,9/3/21,Northeast,Connecticut,Hartford,Women's Athletic Footwear,$41.00 ,46,"$1,886 ",$849 ,45%,Online
Sports Direct,1185732,9/3/21,Northeast,Connecticut,Hartford,Men's Apparel,$50.00 ,51,"$2,550 ","$1,071 ",42%,Online
Sports Direct,1185732,9/3/21,Northeast,Connecticut,Hartford,Women's Apparel,$54.00 ,83,"$4,482 ","$2,196 ",49%,Online
Sports Direct,1197831,9/3/21,South,Texas,Dallas,Women's Apparel,$22.00 ,210,"$4,620 ","$2,633 ",57%,Outlet
Sports Direct,1197831,9/3/21,South,Alabama,Birmingham,Women's Athletic Footwear,$31.00 ,210,"$6,510 ","$3,906 ",60%,Outlet
Sports Direct,1185732,9/3/21,Northeast,Connecticut,Hartford,Men's Street Footwear,$43.00 ,170,"$7,310 ","$3,436 ",47%,Outlet
Sports Direct,1185732,9/3/21,Northeast,Connecticut,Hartford,Men's Athletic Footwear,$40.00 ,93,"$3,720 ","$1,748 ",47%,Outlet
Sports Direct,1185732,9/3/21,Northeast,Connecticut,Hartford,Women's Street Footwear,$33.00 ,64,"$2,112 ",$676 ,32%,Outlet
Sports Direct,1185732,9/3/21,Northeast,Connecticut,Hartford,Women's Athletic Footwear,$30.00 ,58,"$1,740 ",$592 ,34%,Outlet
Sports Direct,1185732,9/3/21,Northeast,Connecticut,Hartford,Men's Apparel,$41.00 ,58,"$2,378 ",$856 ,36%,Outlet
Sports Direct,1185732,9/3/21,Northeast,Connecticut,Hartford,Women's Apparel,$45.00 ,83,"$3,735 ","$1,569 ",42%,Outlet
Sports Direct,1197831,9/4/21,South,Texas,Dallas,Men's Street Footwear,$20.00 ,750,"$150,000 ","$52,500 ",35%,Outlet
Sports Direct,1197831,9/4/21,South,Alabama,Birmingham,Men's Apparel,$50.00 ,500,"$250,000 ","$100,000 ",40%,Outlet
West Gear,1185732,9/4/21,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,$35.00 ,475,"$166,250 ","$49,875 ",30%,In-store
West Gear,1185732,9/4/21,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,$30.00 ,250,"$75,000 ","$26,250 ",35%,In-store
West Gear,1185732,9/4/21,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,$25.00 ,150,"$37,500 ","$11,250 ",30%,In-store
West Gear,1185732,9/4/21,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,$25.00 ,125,"$31,250 ","$9,375 ",30%,In-store
West Gear,1185732,9/4/21,Midwest,Wisconsin,Milwaukee,Men's Apparel,$35.00 ,125,"$43,750 ","$21,875 ",50%,In-store
West Gear,1185732,9/4/21,Midwest,Wisconsin,Milwaukee,Women's Apparel,$40.00 ,200,"$80,000 ","$32,000 ",40%,In-store
Sports Direct,1197831,9/4/21,South,Texas,Dallas,Men's Street Footwear,$19.00 ,195,"$3,705 ","$1,853 ",50%,Online
Sports Direct,1197831,9/4/21,South,Alabama,Birmingham,Men's Apparel,$49.00 ,145,"$7,105 ","$3,908 ",55%,Online
West Gear,1185732,9/4/21,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,$33.00 ,143,"$4,719 ","$1,935 ",41%,Online
West Gear,1185732,9/4/21,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,$29.00 ,65,"$1,885 ",$848 ,45%,Online
West Gear,1185732,9/4/21,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,$24.00 ,44,"$1,056 ",$475 ,45%,Online
West Gear,1185732,9/4/21,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,$23.00 ,34,$782 ,$352 ,45%,Online
West Gear,1185732,9/4/21,Midwest,Wisconsin,Milwaukee,Men's Apparel,$33.00 ,33,"$1,089 ",$708 ,65%,Online
West Gear,1185732,9/4/21,Midwest,Wisconsin,Milwaukee,Women's Apparel,$38.00 ,52,"$1,976 ",$988 ,50%,Online
Sports Direct,1197831,9/4/21,South,Texas,Dallas,Men's Street Footwear,$13.00 ,233,"$3,029 ","$1,151 ",38%,Outlet
Sports Direct,1197831,9/4/21,South,Alabama,Birmingham,Men's Apparel,$38.00 ,165,"$6,270 ","$2,947 ",47%,Outlet
Sports Direct,1197831,9/5/21,South,Texas,Dallas,Men's Athletic Footwear,$30.00 ,775,"$232,500 ","$81,375 ",35%,Outlet
Sports Direct,1197831,9/5/21,South,Alabama,Birmingham,Women's Apparel,$55.00 ,875,"$481,250 ","$288,750 ",60%,Outlet
Sports Direct,1197831,9/5/21,West,Idaho,Boise,Men's Street Footwear,$55.00 ,675,"$371,250 ","$148,500 ",40%,Online
Sports Direct,1197831,9/5/21,West,Idaho,Boise,Men's Athletic Footwear,$55.00 ,625,"$343,750 ","$137,500 ",40%,Online
Sports Direct,1197831,9/5/21,West,Idaho,Boise,Women's Street Footwear,$60.00 ,675,"$405,000 ","$162,000 ",40%,Online
Sports Direct,1197831,9/5/21,West,Idaho,Boise,Women's Athletic Footwear,$60.00 ,400,"$240,000 ","$120,000 ",50%,Online
Sports Direct,1197831,9/5/21,West,Idaho,Boise,Men's Apparel,$55.00 ,400,"$220,000 ","$77,000 ",35%,Online
Sports Direct,1197831,9/5/21,West,Idaho,Boise,Women's Apparel,$50.00 ,625,"$312,500 ","$171,875 ",55%,Online
Foot Locker,1185732,9/5/21,Southeast,South Carolina,Charleston,Men's Street Footwear,$55.00 ,"1,025","$563,750 ","$253,688 ",45%,Online
Foot Locker,1185732,9/5/21,Southeast,South Carolina,Charleston,Men's Athletic Footwear,$50.00 ,825,"$412,500 ","$144,375 ",35%,Online
Foot Locker,1185732,9/5/21,Southeast,South Carolina,Charleston,Women's Street Footwear,$40.00 ,725,"$290,000 ","$72,500 ",25%,Online
Foot Locker,1185732,9/5/21,Southeast,South Carolina,Charleston,Women's Athletic Footwear,$40.00 ,700,"$280,000 ","$84,000 ",30%,Online
Foot Locker,1185732,9/5/21,Southeast,South Carolina,Charleston,Men's Apparel,$50.00 ,700,"$350,000 ","$122,500 ",35%,Online
Foot Locker,1185732,9/5/21,Southeast,South Carolina,Charleston,Women's Apparel,$55.00 ,800,"$440,000 ","$220,000 ",50%,Online
Sports Direct,1197831,9/5/21,South,Texas,Dallas,Men's Athletic Footwear,$29.00 ,194,"$5,626 ","$2,757 ",49%,Online
Sports Direct,1197831,9/5/21,South,Alabama,Birmingham,Women's Apparel,$50.00 ,245,"$12,250 ","$8,820 ",72%,Online
Sports Direct,1197831,9/5/21,West,Idaho,Boise,Men's Street Footwear,$50.00 ,176,"$8,800 ","$4,400 ",50%,Online
Sports Direct,1197831,9/5/21,West,Idaho,Boise,Men's Athletic Footwear,$50.00 ,188,"$9,400 ","$4,888 ",52%,Online
Sports Direct,1197831,9/5/21,West,Idaho,Boise,Women's Street Footwear,$56.00 ,182,"$10,192 ","$5,300 ",52%,Online
Sports Direct,1197831,9/5/21,West,Idaho,Boise,Women's Athletic Footwear,$55.00 ,116,"$6,380 ","$4,019 ",63%,Online
Sports Direct,1197831,9/5/21,West,Idaho,Boise,Men's Apparel,$50.00 ,104,"$5,200 ","$2,392 ",46%,Online
Sports Direct,1197831,9/5/21,West,Idaho,Boise,Women's Apparel,$49.00 ,181,"$8,869 ","$5,942 ",67%,Online
Foot Locker,1185732,9/5/21,Southeast,South Carolina,Charleston,Men's Street Footwear,$51.00 ,287,"$14,637 ","$8,489 ",58%,Online
Foot Locker,1185732,9/5/21,Southeast,South Carolina,Charleston,Men's Athletic Footwear,$48.00 ,223,"$10,704 ","$5,138 ",48%,Online
Foot Locker,1185732,9/5/21,Southeast,South Carolina,Charleston,Women's Street Footwear,$38.00 ,196,"$7,448 ","$2,905 ",39%,Online
Foot Locker,1185732,9/5/21,Southeast,South Carolina,Charleston,Women's Athletic Footwear,$39.00 ,210,"$8,190 ","$3,276 ",40%,Online
Foot Locker,1185732,9/5/21,Southeast,South Carolina,Charleston,Men's Apparel,$48.00 ,175,"$8,400 ","$3,864 ",46%,Online
Foot Locker,1185732,9/5/21,Southeast,South Carolina,Charleston,Women's Apparel,$52.00 ,232,"$12,064 ","$7,238 ",60%,Online
Sports Direct,1197831,9/5/21,South,Texas,Dallas,Men's Athletic Footwear,$22.00 ,248,"$5,456 ","$2,292 ",42%,Outlet
Sports Direct,1197831,9/5/21,South,Alabama,Birmingham,Women's Apparel,$36.00 ,280,"$10,080 ","$6,451 ",64%,Outlet
Sports Direct,1197831,9/5/21,West,Idaho,Boise,Men's Street Footwear,$41.00 ,230,"$9,430 ","$4,338 ",46%,Outlet
Sports Direct,1197831,9/5/21,West,Idaho,Boise,Men's Athletic Footwear,$38.00 ,219,"$8,322 ","$3,578 ",43%,Outlet
Sports Direct,1197831,9/5/21,West,Idaho,Boise,Women's Street Footwear,$43.00 ,203,"$8,729 ","$3,928 ",45%,Outlet
Sports Direct,1197831,9/5/21,West,Idaho,Boise,Women's Athletic Footwear,$40.00 ,136,"$5,440 ","$2,992 ",55%,Outlet
Sports Direct,1197831,9/5/21,West,Idaho,Boise,Men's Apparel,$42.00 ,140,"$5,880 ","$2,411 ",41%,Outlet
Sports Direct,1197831,9/5/21,West,Idaho,Boise,Women's Apparel,$36.00 ,200,"$7,200 ","$4,176 ",58%,Outlet
Sports Direct,1197831,9/6/21,South,Texas,Dallas,Women's Street Footwear,$25.00 ,625,"$156,250 ","$54,688 ",35%,Outlet
Sports Direct,1197831,9/6/21,South,Alabama,Birmingham,Men's Street Footwear,$45.00 ,825,"$371,250 ","$185,625 ",50%,Outlet
Kohl's,1185732,9/6/21,Northeast,New Jersey,Newark,Men's Street Footwear,$50.00 ,475,"$237,500 ","$83,125 ",35%,In-store
Kohl's,1185732,9/6/21,Northeast,New Jersey,Newark,Men's Athletic Footwear,$45.00 ,275,"$123,750 ","$43,313 ",35%,In-store
Kohl's,1185732,9/6/21,Northeast,New Jersey,Newark,Women's Street Footwear,$40.00 ,175,"$70,000 ","$28,000 ",40%,In-store
Kohl's,1185732,9/6/21,Northeast,New Jersey,Newark,Women's Athletic Footwear,$40.00 ,150,"$60,000 ","$24,000 ",40%,In-store
Kohl's,1185732,9/6/21,Northeast,New Jersey,Newark,Men's Apparel,$50.00 ,150,"$75,000 ","$22,500 ",30%,In-store
